# swap_ms=10000
start_ms,duration_us,error
527,374,none
528,496,none
530,501,none
532,316,none
534,329,none
536,300,none
538,742,none
540,390,none
542,357,none
544,339,none
546,586,none
548,469,none
550,346,none
552,861,none
554,506,none
556,340,none
558,379,none
560,388,none
563,380,none
564,418,none
567,378,none
570,607,none
572,506,none
574,379,none
576,465,none
578,530,none
580,324,none
582,333,none
584,329,none
586,401,none
588,714,none
590,456,none
592,359,none
594,410,none
596,341,none
598,314,none
600,389,none
602,423,none
604,351,none
606,398,none
608,624,none
610,486,none
612,460,none
614,416,none
616,313,none
618,458,none
620,350,none
622,399,none
624,365,none
627,463,none
628,570,none
630,522,none
632,375,none
634,423,none
637,323,none
638,329,none
640,399,none
642,426,none
644,339,none
646,373,none
648,332,none
650,461,none
652,365,none
654,466,none
656,378,none
659,448,none
660,396,none
662,347,none
664,463,none
666,384,none
668,396,none
670,339,none
672,360,none
674,357,none
676,458,none
678,388,none
681,342,none
682,485,none
684,853,none
686,472,none
688,318,none
690,314,none
692,367,none
694,345,none
696,1053,none
699,391,none
700,464,none
703,398,none
704,394,none
706,446,none
710,488,none
712,516,none
714,339,none
717,361,none
718,448,none
721,406,none
722,390,none
724,414,none
726,373,none
728,354,none
730,348,none
732,427,none
734,352,none
736,361,none
738,451,none
740,358,none
743,402,none
744,474,none
746,424,none
748,405,none
750,327,none
752,403,none
754,392,none
756,307,none
758,396,none
760,342,none
762,459,none
764,376,none
766,319,none
768,415,none
770,642,none
772,362,none
774,438,none
776,390,none
778,432,none
780,322,none
783,421,none
784,362,none
786,480,none
788,487,none
790,384,none
792,450,none
794,397,none
796,413,none
798,395,none
800,469,none
803,341,none
804,326,none
806,324,none
808,414,none
810,378,none
812,350,none
814,453,none
816,416,none
819,404,none
820,406,none
822,417,none
824,411,none
826,379,none
828,325,none
830,360,none
832,401,none
834,399,none
836,381,none
838,327,none
840,284,none
842,301,none
844,647,none
846,358,none
848,545,none
850,517,none
852,389,none
854,341,none
856,336,none
858,376,none
860,342,none
862,408,none
864,505,none
866,398,none
868,560,none
870,504,none
872,459,none
874,565,none
876,354,none
879,347,none
880,435,none
882,383,none
884,404,none
886,405,none
888,425,none
890,473,none
892,334,none
894,309,none
897,410,none
898,459,none
900,401,none
903,386,none
906,371,none
908,586,none
910,390,none
912,482,none
914,442,none
916,325,none
919,442,none
920,394,none
922,574,none
924,531,none
926,411,none
928,404,none
930,534,none
932,374,none
934,530,none
936,358,none
938,428,none
940,391,none
942,474,none
944,395,none
947,363,none
948,657,none
950,385,none
952,387,none
954,507,none
956,482,none
958,414,none
960,434,none
962,349,none
964,430,none
966,455,none
968,451,none
970,409,none
972,339,none
974,631,none
976,438,none
978,564,none
980,445,none
982,333,none
984,326,none
986,506,none
988,824,none
991,366,none
992,360,none
995,412,none
996,468,none
998,416,none
1000,351,none
1002,299,none
1004,303,none
1006,382,none
1008,364,none
1010,474,none
1012,409,none
1014,296,none
1016,509,none
1018,395,none
1020,417,none
1022,405,none
1025,352,none
1026,507,none
1028,478,none
1031,438,none
1032,300,none
1035,615,none
1036,363,none
1038,497,none
1040,619,none
1042,359,none
1044,370,none
1046,483,none
1048,386,none
1050,375,none
1052,433,none
1054,380,none
1056,424,none
1058,386,none
1060,396,none
1062,382,none
1064,450,none
1066,413,none
1068,407,none
1070,382,none
1072,308,none
1074,369,none
1076,358,none
1078,413,none
1081,578,none
1082,327,none
1084,369,none
1088,432,none
1090,423,none
1092,363,none
1094,316,none
1096,279,none
1098,339,none
1100,318,none
1102,397,none
1104,673,none
1106,384,none
1108,398,none
1110,370,none
1112,490,none
1114,442,none
1116,409,none
1118,406,none
1120,307,none
1122,554,none
1124,380,none
1126,371,none
1128,405,none
1130,470,none
1132,385,none
1135,312,none
1136,429,none
1138,366,none
1140,347,none
1142,345,none
1144,337,none
1146,442,none
1148,439,none
1150,295,none
1152,327,none
1154,356,none
1156,380,none
1158,477,none
1160,305,none
1162,353,none
1164,429,none
1166,414,none
1169,355,none
1170,436,none
1173,410,none
1174,299,none
1177,460,none
1178,349,none
1180,381,none
1182,375,none
1184,330,none
1186,537,none
1188,362,none
1190,516,none
1192,363,none
1195,352,none
1196,344,none
1199,371,none
1200,335,none
1202,353,none
1204,382,none
1206,428,none
1208,440,none
1210,529,none
1212,463,none
1214,322,none
1216,380,none
1218,469,none
1220,464,none
1223,387,none
1224,394,none
1227,370,none
1228,1205,none
1230,454,none
1232,424,none
1234,619,none
1236,528,none
1238,382,none
1242,562,none
1244,417,none
1246,599,none
1248,369,none
1251,416,none
1252,467,none
1254,349,none
1257,498,none
1258,478,none
1260,586,none
1263,410,none
1264,375,none
1266,367,none
1268,362,none
1270,393,none
1272,439,none
1274,440,none
1276,2059,none
1278,458,none
1280,452,none
1282,482,none
1284,390,none
1286,369,none
1289,333,none
1290,431,none
1293,555,none
1294,367,none
1296,516,none
1298,408,none
1300,343,none
1302,602,none
1304,542,none
1306,394,none
1308,469,none
1311,371,none
1312,355,none
1314,355,none
1316,483,none
1318,363,none
1320,1748,none
1322,531,none
1324,337,none
1326,395,none
1328,422,none
1330,369,none
1332,391,none
1334,307,none
1336,366,none
1338,412,none
1340,357,none
1342,362,none
1344,553,none
1346,366,none
1349,422,none
1350,344,none
1353,388,none
1354,405,none
1356,361,none
1358,314,none
1360,403,none
1362,376,none
1364,360,none
1366,499,none
1368,417,none
1370,471,none
1372,300,none
1374,324,none
1376,346,none
1378,352,none
1380,429,none
1382,359,none
1384,317,none
1387,420,none
1388,339,none
1390,346,none
1392,352,none
1395,402,none
1396,479,none
1398,313,none
1400,459,none
1402,389,none
1404,382,none
1406,484,none
1409,433,none
1410,681,none
1412,416,none
1415,510,none
1416,366,none
1418,406,none
1420,326,none
1422,683,none
1424,440,none
1426,360,none
1428,2116,none
1430,379,none
1432,447,none
1434,362,none
1436,364,none
1438,481,none
1441,355,none
1442,391,none
1445,476,none
1446,300,none
1448,364,none
1450,362,none
1452,495,none
1454,462,none
1456,360,none
1458,349,none
1460,335,none
1462,484,none
1464,380,none
1466,310,none
1468,422,none
1470,428,none
1473,419,none
1475,407,none
1476,366,none
1478,339,none
1480,379,none
1482,483,none
1484,378,none
1486,360,none
1488,419,none
1490,372,none
1492,395,none
1494,305,none
1496,299,none
1498,317,none
1500,284,none
1502,320,none
1504,381,none
1506,439,none
1508,344,none
1510,571,none
1512,573,none
1514,382,none
1516,404,none
1518,382,none
1520,506,none
1522,558,none
1524,420,none
1526,384,none
1530,672,none
1530,552,none
1532,465,none
1534,428,none
1537,602,none
1538,452,none
1540,454,none
1542,375,none
1544,528,none
1546,493,none
1548,432,none
1550,689,none
1552,505,none
1554,432,none
1556,599,none
1559,424,none
1560,357,none
1562,465,none
1564,362,none
1566,371,none
1568,1015,none
1570,575,none
1572,368,none
1574,437,none
1577,517,none
1579,384,none
1580,399,none
1582,433,none
1584,505,none
1586,435,none
1589,603,none
1590,497,none
1592,536,none
1594,391,none
1596,457,none
1598,468,none
1600,426,none
1602,407,none
1605,409,none
1606,423,none
1608,433,none
1610,399,none
1612,405,none
1614,386,none
1616,370,none
1618,363,none
1620,401,none
1622,446,none
1624,421,none
1626,372,none
1628,396,none
1630,359,none
1632,352,none
1634,346,none
1636,448,none
1638,369,none
1640,417,none
1643,420,none
1644,410,none
1646,364,none
1648,407,none
1650,596,none
1653,488,none
1654,803,none
1657,1342,none
1658,388,none
1660,761,none
1662,445,none
1664,339,none
1666,664,none
1668,376,none
1670,420,none
1672,455,none
1674,587,none
1676,1037,none
1678,545,none
1680,423,none
1682,440,none
1684,448,none
1687,417,none
1688,544,none
1690,444,none
1692,418,none
1694,475,none
1696,437,none
1698,646,none
1700,447,none
1702,382,none
1704,467,none
1706,443,none
1709,1141,none
1710,469,none
1712,481,none
1714,338,none
1716,445,none
1718,596,none
1720,913,none
1722,398,none
1724,415,none
1726,403,none
1728,406,none
1730,456,none
1732,332,none
1734,349,none
1736,456,none
1738,408,none
1740,363,none
1743,417,none
1744,367,none
1746,426,none
1748,388,none
1750,406,none
1752,457,none
1754,431,none
1757,594,none
1758,1030,none
1760,456,none
1762,1671,none
1764,5274,none
1766,500,none
1768,789,none
1770,473,none
1772,390,none
1775,477,none
1776,395,none
1778,536,none
1781,441,none
1782,487,none
1784,511,none
1786,528,none
1788,417,none
1790,670,none
1792,477,none
1794,654,none
1797,438,none
1798,528,none
1800,503,none
1802,449,none
1804,523,none
1806,457,none
1808,515,none
1810,376,none
1812,431,none
1815,497,none
1816,555,none
1818,611,none
1820,453,none
1822,348,none
1824,522,none
1827,449,none
1828,396,none
1831,430,none
1832,364,none
1834,525,none
1836,475,none
1838,435,none
1840,443,none
1842,482,none
1844,337,none
1846,414,none
1848,416,none
1850,378,none
1852,482,none
1854,436,none
1856,358,none
1858,323,none
1860,317,none
1862,426,none
1864,600,none
1866,369,none
1868,442,none
1871,388,none
1872,442,none
1874,343,none
1876,367,none
1878,353,none
1880,1072,none
1882,448,none
1884,383,none
1886,401,none
1888,510,none
1890,428,none
1892,424,none
1894,411,none
1896,442,none
1898,404,none
1900,479,none
1903,369,none
1904,363,none
1906,343,none
1908,576,none
1910,563,none
1912,415,none
1914,384,none
1916,381,none
1918,440,none
1920,449,none
1922,464,none
1924,456,none
1926,442,none
1928,462,none
1930,486,none
1932,440,none
1934,380,none
1936,405,none
1938,413,none
1940,343,none
1942,370,none
1944,490,none
1946,454,none
1948,528,none
1950,340,none
1953,539,none
1954,518,none
1956,530,none
1959,329,none
1960,409,none
1963,463,none
1964,469,none
1966,555,none
1969,362,none
1970,359,none
1972,351,none
1974,441,none
1976,622,none
1979,366,none
1980,316,none
1982,422,none
1984,531,none
1986,562,none
1988,468,none
1990,400,none
1992,433,none
1994,349,none
1996,430,none
1998,496,none
2000,440,none
2002,497,none
2004,335,none
2006,433,none
2008,417,none
2010,388,none
2012,504,none
2014,511,none
2016,374,none
2018,446,none
2020,386,none
2023,443,none
2024,378,none
2026,384,none
2028,404,none
2030,359,none
2032,352,none
2034,361,none
2036,376,none
2038,411,none
2040,335,none
2042,451,none
2044,388,none
2046,439,none
2048,666,none
2050,463,none
2052,454,none
2054,397,none
2057,482,none
2058,370,none
2060,353,none
2062,605,none
2064,452,none
2066,621,none
2068,483,none
2070,499,none
2072,408,none
2074,510,none
2077,350,none
2078,491,none
2080,339,none
2083,511,none
2084,412,none
2086,306,none
2088,434,none
2090,402,none
2093,435,none
2094,608,none
2096,412,none
2098,385,none
2100,674,none
2102,401,none
2105,431,none
2106,460,none
2108,405,none
2110,565,none
2112,599,none
2114,532,none
2116,406,none
2118,458,none
2121,505,none
2122,378,none
2124,450,none
2127,733,none
2128,679,none
2130,579,none
2132,428,none
2134,473,none
2136,513,none
2138,583,none
2140,545,none
2143,1107,none
2144,606,none
2147,2645,none
2148,433,none
2150,451,none
2152,662,none
2154,371,none
2156,520,none
2158,816,none
2160,404,none
2162,435,none
2165,442,none
2166,380,none
2168,578,none
2170,453,none
2172,495,none
2174,402,none
2176,341,none
2178,402,none
2180,447,none
2182,347,none
2184,375,none
2186,399,none
2188,374,none
2191,983,none
2192,355,none
2194,464,none
2196,443,none
2198,484,none
2200,792,none
2202,456,none
2204,415,none
2206,423,none
2208,510,none
2210,492,none
2212,602,none
2214,537,none
2216,443,none
2218,425,none
2220,379,none
2222,556,none
2225,500,none
2226,425,none
2228,566,none
2230,481,none
2232,431,none
2234,621,none
2236,427,none
2238,498,none
2240,497,none
2242,421,none
2244,433,none
2246,487,none
2248,446,none
2251,492,none
2252,608,none
2254,425,none
2257,398,none
2258,443,none
2260,353,none
2262,515,none
2264,556,none
2266,535,none
2268,1174,none
2272,425,none
2275,417,none
2276,971,none
2278,851,none
2280,662,none
2283,400,none
2284,783,none
2286,600,none
2288,415,none
2290,774,none
2292,561,none
2294,498,none
2296,348,none
2298,383,none
2300,412,none
2302,550,none
2304,480,none
2306,900,none
2308,480,none
2310,497,none
2312,351,none
2314,582,none
2316,486,none
2318,367,none
2320,519,none
2322,455,none
2324,634,none
2330,1870,none
2332,3248,none
2334,769,none
2336,1146,none
2338,453,none
2340,552,none
2342,549,none
2344,447,none
2346,616,none
2348,771,none
2350,532,none
2352,834,none
2354,556,none
2356,374,none
2358,433,none
2361,361,none
2362,430,none
2364,355,none
2366,492,none
2368,349,none
2370,465,none
2372,393,none
2374,500,none
2376,490,none
2378,566,none
2380,481,none
2382,405,none
2384,663,none
2386,415,none
2388,432,none
2391,339,none
2392,375,none
2395,379,none
2396,397,none
2399,325,none
2400,419,none
2402,510,none
2404,522,none
2406,502,none
2408,568,none
2411,412,none
2412,353,none
2415,324,none
2416,381,none
2419,476,none
2420,369,none
2422,434,none
2424,572,none
2426,478,none
2428,470,none
2430,399,none
2432,491,none
2434,438,none
2436,533,none
2438,391,none
2440,527,none
2442,464,none
2444,428,none
2446,438,none
2448,555,none
2450,420,none
2452,375,none
2454,414,none
2456,474,none
2458,349,none
2460,400,none
2462,432,none
2464,344,none
2466,426,none
2468,542,none
2470,578,none
2472,377,none
2475,383,none
2476,480,none
2478,538,none
2480,554,none
2482,672,none
2484,524,none
2486,379,none
2488,558,none
2490,476,none
2492,434,none
2494,401,none
2496,359,none
2498,425,none
2500,540,none
2502,520,none
2504,351,none
2506,542,none
2508,321,none
2510,379,none
2512,368,none
2514,440,none
2516,492,none
2518,580,none
2520,455,none
2522,402,none
2524,346,none
2526,437,none
2528,428,none
2531,694,none
2532,516,none
2534,547,none
2536,316,none
2538,342,none
2540,330,none
2542,422,none
2544,445,none
2547,399,none
2548,574,none
2550,483,none
2552,393,none
2554,332,none
2556,441,none
2558,409,none
2561,356,none
2562,384,none
2564,381,none
2566,402,none
2568,399,none
2571,556,none
2572,425,none
2574,534,none
2576,640,none
2578,547,none
2580,386,none
2582,367,none
2584,455,none
2586,422,none
2588,468,none
2590,643,none
2592,362,none
2594,370,none
2596,403,none
2598,432,none
2600,347,none
2602,644,none
2604,608,none
2606,519,none
2608,365,none
2610,418,none
2612,406,none
2615,642,none
2616,337,none
2618,356,none
2620,418,none
2622,398,none
2624,413,none
2626,474,none
2628,421,none
2631,474,none
2632,391,none
2634,383,none
2636,567,none
2638,519,none
2640,570,none
2642,402,none
2644,540,none
2646,421,none
2648,395,none
2650,358,none
2652,424,none
2654,627,none
2656,384,none
2658,599,none
2660,565,none
2662,388,none
2664,508,none
2666,1004,none
2668,530,none
2670,386,none
2672,389,none
2675,561,none
2676,484,none
2678,493,none
2680,485,none
2682,441,none
2684,328,none
2686,340,none
2688,343,none
2690,354,none
2692,529,none
2694,433,none
2696,376,none
2698,454,none
2700,484,none
2702,415,none
2704,572,none
2706,363,none
2708,481,none
2710,394,none
2712,418,none
2714,388,none
2716,680,none
2718,402,none
2720,576,none
2722,363,none
2724,439,none
2726,425,none
2728,362,none
2731,456,none
2732,332,none
2734,524,none
2736,369,none
2738,497,none
2740,395,none
2742,488,none
2744,1335,none
2746,405,none
2748,487,none
2750,388,none
2752,457,none
2754,403,none
2756,551,none
2759,499,none
2760,464,none
2762,440,none
2764,486,none
2766,493,none
2768,365,none
2770,380,none
2772,447,none
2774,399,none
2776,375,none
2779,400,none
2780,387,none
2782,382,none
2784,358,none
2786,450,none
2788,387,none
2790,364,none
2792,466,none
2794,513,none
2796,387,none
2798,395,none
2800,394,none
2802,369,none
2804,386,none
2806,426,none
2808,519,none
2811,429,none
2812,433,none
2814,419,none
2816,319,none
2818,444,none
2820,289,none
2822,407,none
2824,407,none
2826,457,none
2829,381,none
2830,375,none
2832,425,none
2834,471,none
2836,418,none
2838,404,none
2840,405,none
2842,367,none
2844,398,none
2846,387,none
2849,520,none
2850,455,none
2852,483,none
2855,397,none
2856,374,none
2858,426,none
2860,372,none
2862,394,none
2864,317,none
2866,384,none
2868,442,none
2870,404,none
2872,406,none
2874,486,none
2876,344,none
2879,358,none
2880,359,none
2883,400,none
2884,371,none
2887,412,none
2888,386,none
2891,470,none
2892,364,none
2894,413,none
2896,570,none
2898,323,none
2900,465,none
2902,392,none
2904,460,none
2907,346,none
2908,362,none
2911,373,none
2912,419,none
2914,417,none
2916,417,none
2919,382,none
2920,800,none
2922,401,none
2924,501,none
2926,395,none
2928,316,none
2930,522,none
2932,318,none
2934,352,none
2936,316,none
2938,459,none
2940,480,none
2942,474,none
2944,279,none
2946,319,none
2948,395,none
2950,398,none
2952,354,none
2954,470,none
2956,440,none
2959,411,none
2960,379,none
2962,321,none
2964,795,none
2966,538,none
2969,500,none
2970,588,none
2972,510,none
2974,382,none
2976,456,none
2978,514,none
2980,554,none
2983,387,none
2984,424,none
2986,423,none
2988,449,none
2990,427,none
2993,604,none
2994,494,none
2996,370,none
2998,385,none
3000,391,none
3002,393,none
3004,310,none
3006,419,none
3008,436,none
3011,397,none
3012,428,none
3014,305,none
3016,1323,none
3018,563,none
3020,367,none
3022,369,none
3024,359,none
3026,398,none
3028,396,none
3030,708,none
3032,671,none
3034,2556,none
3036,1500,none
3038,574,none
3040,537,none
3042,434,none
3044,588,none
3047,546,none
3048,527,none
3050,473,none
3052,510,none
3054,652,none
3056,552,none
3058,702,none
3060,533,none
3062,709,none
3065,822,none
3066,493,none
3068,436,none
3070,4106,none
3074,640,none
3077,432,none
3078,480,none
3080,914,none
3082,523,none
3084,644,none
3087,599,none
3088,1447,none
3090,642,none
3092,720,none
3094,585,none
3096,495,none
3098,472,none
3102,672,none
3104,509,none
3106,653,none
3108,824,none
3110,2172,none
3112,1357,none
3115,3182,none
3116,3512,none
3118,1804,none
3120,1250,none
3122,514,none
3124,661,none
3127,661,none
3130,538,none
3132,442,none
3134,502,none
3136,538,none
3138,513,none
3140,485,none
3142,578,none
3144,393,none
3146,526,none
3148,433,none
3150,489,none
3152,412,none
3154,758,none
3156,549,none
3158,524,none
3160,450,none
3162,460,none
3164,388,none
3166,511,none
3168,394,none
3170,629,none
3173,437,none
3174,512,none
3176,326,none
3178,444,none
3180,544,none
3183,741,none
3184,454,none
3186,389,none
3189,603,none
3190,1058,none
3192,406,none
3194,424,none
3196,417,none
3198,429,none
3200,378,none
3202,415,none
3205,766,none
3206,433,none
3208,449,none
3210,424,none
3212,532,none
3214,918,none
3216,345,none
3218,474,none
3220,444,none
3222,666,none
3224,382,none
3227,424,none
3228,372,none
3230,439,none
3232,396,none
3234,381,none
3236,390,none
3238,326,none
3240,521,none
3242,532,none
3244,410,none
3246,384,none
3248,384,none
3250,331,none
3252,383,none
3254,458,none
3256,344,none
3258,286,none
3260,501,none
3262,437,none
3264,558,none
3266,534,none
3268,381,none
3270,406,none
3272,489,none
3274,455,none
3276,505,none
3278,461,none
3280,836,none
3285,526,none
3286,501,none
3288,488,none
3290,690,none
3292,659,none
3294,603,none
3296,438,none
3298,1040,none
3300,1224,none
3302,780,none
3304,572,none
3306,573,none
3308,428,none
3311,840,none
3312,417,none
3314,1182,none
3316,585,none
3318,480,none
3320,455,none
3322,488,none
3324,1034,none
3326,483,none
3328,1868,none
3330,602,none
3333,545,none
3334,610,none
3336,502,none
3339,446,none
3341,377,none
3342,480,none
3344,434,none
3346,465,none
3348,494,none
3350,628,none
3352,413,none
3355,721,none
3356,437,none
3358,569,none
3360,444,none
3362,614,none
3364,391,none
3366,410,none
3369,606,none
3371,671,none
3372,523,none
3375,472,none
3376,397,none
3378,521,none
3380,481,none
3382,545,none
3384,453,none
3387,431,none
3388,1184,none
3390,449,none
3392,403,none
3394,578,none
3396,554,none
3398,420,none
3400,1306,none
3402,872,none
3405,486,none
3406,620,none
3408,417,none
3410,439,none
3412,454,none
3414,555,none
3416,1250,none
3418,433,none
3420,556,none
3422,415,none
3424,397,none
3427,375,none
3428,617,none
3430,422,none
3432,595,none
3434,650,none
3436,385,none
3438,452,none
3440,468,none
3442,455,none
3444,406,none
3446,475,none
3448,421,none
3451,430,none
3452,457,none
3454,466,none
3456,500,none
3458,365,none
3460,324,none
3462,354,none
3464,467,none
3466,388,none
3468,400,none
3470,478,none
3472,521,none
3475,431,none
3476,332,none
3479,409,none
3480,604,none
3482,508,none
3485,873,none
3487,515,none
3488,370,none
3490,345,none
3492,423,none
3494,353,none
3496,401,none
3498,385,none
3500,419,none
3502,340,none
3504,409,none
3506,563,none
3508,452,none
3510,362,none
3512,460,none
3514,475,none
3516,326,none
3518,406,none
3520,520,none
3522,502,none
3524,507,none
3526,742,none
3528,513,none
3530,454,none
3532,359,none
3534,537,none
3536,570,none
3538,483,none
3540,520,none
3543,462,none
3544,369,none
3546,434,none
3548,398,none
3550,415,none
3552,381,none
3554,382,none
3556,369,none
3558,418,none
3560,353,none
3562,496,none
3564,481,none
3566,428,none
3568,333,none
3570,537,none
3572,537,none
3574,396,none
3576,479,none
3578,386,none
3580,379,none
3582,404,none
3584,400,none
3586,405,none
3588,440,none
3590,343,none
3592,549,none
3595,372,none
3596,363,none
3598,491,none
3600,470,none
3602,424,none
3604,313,none
3606,486,none
3608,489,none
3610,409,none
3612,437,none
3615,517,none
3616,416,none
3618,546,none
3620,366,none
3622,430,none
3625,696,none
3626,399,none
3628,410,none
3631,439,none
3632,411,none
3634,377,none
3636,360,none
3638,383,none
3640,597,none
3642,411,none
3644,427,none
3646,398,none
3648,372,none
3650,528,none
3652,347,none
3654,405,none
3656,532,none
3658,408,none
3661,569,none
3662,382,none
3664,942,none
3666,463,none
3668,465,none
3670,387,none
3672,429,none
3674,432,none
3676,418,none
3679,336,none
3680,522,none
3682,552,none
3684,415,none
3686,410,none
3688,443,none
3690,438,none
3692,417,none
3694,434,none
3696,482,none
3698,470,none
3700,376,none
3702,486,none
3705,606,none
3706,390,none
3708,357,none
3710,426,none
3712,482,none
3715,644,none
3716,470,none
3718,393,none
3720,394,none
3722,372,none
3724,507,none
3726,425,none
3728,348,none
3730,437,none
3732,559,none
3734,478,none
3736,450,none
3738,503,none
3740,421,none
3742,432,none
3744,412,none
3746,567,none
3748,375,none
3750,416,none
3752,432,none
3755,507,none
3756,501,none
3758,345,none
3760,451,none
3762,493,none
3764,556,none
3766,503,none
3768,1010,none
3770,551,none
3772,307,none
3775,462,none
3776,440,none
3778,421,none
3780,704,none
3782,356,none
3784,376,none
3786,651,none
3788,393,none
3790,452,none
3792,467,none
3794,453,none
3797,390,none
3798,432,none
3800,359,none
3802,460,none
3804,333,none
3806,437,none
3808,377,none
3810,355,none
3812,470,none
3814,358,none
3816,307,none
3818,378,none
3820,828,none
3822,372,none
3824,324,none
3826,367,none
3828,679,none
3830,393,none
3832,353,none
3834,346,none
3836,335,none
3838,324,none
3840,366,none
3842,378,none
3844,365,none
3846,381,none
3848,337,none
3850,415,none
3852,471,none
3854,319,none
3856,466,none
3858,456,none
3860,297,none
3862,401,none
3864,499,none
3866,703,none
3868,667,none
3870,472,none
3873,411,none
3874,434,none
3876,443,none
3878,426,none
3880,362,none
3882,400,none
3884,341,none
3887,395,none
3888,429,none
3890,364,none
3893,415,none
3894,444,none
3896,610,none
3899,371,none
3900,349,none
3903,425,none
3904,425,none
3906,345,none
3908,388,none
3910,489,none
3912,502,none
3914,524,none
3916,311,none
3918,548,none
3920,393,none
3923,395,none
3924,374,none
3926,467,none
3929,465,none
3930,394,none
3932,380,none
3934,390,none
3936,299,none
3938,336,none
3940,377,none
3942,460,none
3944,400,none
3946,461,none
3948,291,none
3950,350,none
3952,387,none
3954,418,none
3956,430,none
3958,456,none
3960,343,none
3962,352,none
3964,516,none
3966,388,none
3968,452,none
3970,379,none
3972,358,none
3974,523,none
3976,463,none
3978,447,none
3980,499,none
3983,357,none
3984,856,none
3986,521,none
3988,401,none
3990,576,none
3992,359,none
3994,413,none
3996,426,none
3998,369,none
4000,383,none
4002,378,none
4005,426,none
4006,468,none
4008,484,none
4010,435,none
4012,427,none
4015,352,none
4016,421,none
4018,385,none
4020,393,none
4022,378,none
4024,375,none
4026,376,none
4029,357,none
4030,345,none
4033,420,none
4034,398,none
4036,336,none
4038,364,none
4041,398,none
4042,464,none
4044,429,none
4046,452,none
4048,339,none
4050,381,none
4052,495,none
4055,344,none
4056,422,none
4059,472,none
4060,490,none
4062,433,none
4064,374,none
4066,444,none
4068,436,none
4070,335,none
4072,471,none
4075,357,none
4076,355,none
4078,397,none
4080,765,none
4082,625,none
4084,644,none
4086,394,none
4088,305,none
4091,1008,none
4092,404,none
4094,505,none
4096,666,none
4098,473,none
4100,499,none
4102,372,none
4105,370,none
4106,932,none
4108,351,none
4110,586,none
4113,1146,none
4114,514,none
4116,504,none
4118,535,none
4120,557,none
4122,393,none
4124,466,none
4127,386,none
4128,466,none
4130,480,none
4132,404,none
4134,502,none
4136,592,none
4138,401,none
4140,499,none
4142,480,none
