# swap_ms=10001
start_ms,duration_us,error
420,539,none
422,519,none
424,396,none
426,333,none
428,357,none
430,1355,none
432,684,none
434,701,none
436,364,none
438,462,none
440,390,none
442,391,none
444,547,none
446,423,none
448,609,none
450,504,none
452,435,none
454,405,none
456,556,none
458,418,none
460,376,none
462,385,none
464,416,none
466,356,none
468,352,none
470,610,none
472,283,none
474,903,none
476,493,none
478,411,none
480,485,none
482,338,none
484,415,none
486,625,none
488,442,none
491,402,none
492,429,none
494,418,none
496,441,none
498,305,none
500,451,none
502,339,none
504,326,none
506,317,none
508,324,none
510,371,none
512,304,none
514,446,none
516,332,none
518,444,none
520,394,none
522,481,none
524,293,none
526,412,none
528,933,none
530,493,none
532,517,none
534,497,none
536,385,none
538,328,none
540,362,none
542,399,none
544,401,none
546,446,none
548,360,none
551,602,none
552,466,none
554,455,none
556,381,none
558,343,none
560,359,none
562,412,none
564,399,none
566,476,none
568,439,none
571,511,none
572,435,none
574,365,none
576,408,none
578,468,none
580,465,none
582,373,none
584,436,none
586,556,none
588,516,none
590,331,none
592,494,none
594,429,none
596,374,none
598,357,none
600,382,none
602,373,none
604,330,none
606,386,none
609,523,none
610,380,none
612,371,none
614,467,none
616,361,none
618,318,none
620,432,none
622,491,none
624,467,none
626,858,none
628,515,none
630,345,none
632,448,none
634,392,none
636,550,none
638,651,none
640,521,none
643,391,none
644,665,none
646,368,none
649,437,none
650,340,none
652,524,none
654,431,none
656,615,none
658,707,none
660,403,none
662,569,none
664,449,none
666,410,none
668,551,none
670,545,none
672,415,none
674,590,none
676,526,none
679,463,none
680,495,none
682,438,none
684,436,none
686,402,none
689,548,none
690,511,none
692,430,none
695,414,none
696,487,none
698,391,none
700,467,none
702,437,none
705,463,none
706,807,none
709,403,none
710,396,none
712,382,none
714,409,none
716,422,none
718,386,none
720,390,none
722,318,none
724,452,none
726,361,none
728,659,none
730,406,none
732,364,none
734,324,none
736,390,none
738,341,none
740,328,none
742,415,none
744,368,none
746,441,none
748,382,none
750,325,none
752,376,none
754,376,none
756,354,none
759,357,none
760,340,none
763,503,none
764,357,none
766,341,none
768,385,none
770,365,none
772,389,none
774,376,none
776,407,none
778,468,none
780,425,none
782,361,none
784,334,none
786,456,none
788,426,none
790,381,none
793,493,none
794,415,none
796,607,none
800,377,none
802,479,none
804,664,none
806,394,none
808,459,none
810,337,none
812,359,none
814,480,none
816,451,none
818,520,none
820,350,none
822,407,none
824,321,none
826,329,none
828,597,none
830,675,none
832,351,none
834,455,none
836,342,none
839,388,none
840,337,none
842,486,none
844,502,none
846,393,none
848,432,none
850,373,none
853,385,none
854,360,none
856,506,none
858,469,none
860,598,none
862,530,none
864,525,none
866,499,none
868,496,none
871,562,none
872,493,none
874,368,none
876,524,none
879,312,none
880,461,none
882,625,none
884,470,none
886,390,none
888,515,none
890,332,none
892,453,none
894,370,none
896,478,none
898,369,none
900,1269,none
902,418,none
904,516,none
906,370,none
909,577,none
910,400,none
912,354,none
914,590,none
916,574,none
918,553,none
920,509,none
922,350,none
924,656,none
926,398,none
928,424,none
930,391,none
932,424,none
934,531,none
936,432,none
938,381,none
940,344,none
942,395,none
944,336,none
946,433,none
948,336,none
950,419,none
952,455,none
954,442,none
956,434,none
958,384,none
960,450,none
962,376,none
964,407,none
966,406,none
968,475,none
970,461,none
972,466,none
974,705,none
976,431,none
978,434,none
980,764,none
982,337,none
984,344,none
986,371,none
988,492,none
990,447,none
992,344,none
995,324,none
996,377,none
998,358,none
1000,345,none
1003,735,none
1004,551,none
1006,339,none
1008,425,none
1010,452,none
1012,429,none
1014,495,none
1016,358,none
1018,326,none
1020,642,none
1022,399,none
1024,457,none
1026,344,none
1028,502,none
1030,365,none
1032,328,none
1034,410,none
1036,415,none
1038,435,none
1040,362,none
1042,357,none
1044,548,none
1047,492,none
1048,404,none
1050,431,none
1052,469,none
1054,357,none
1056,474,none
1058,639,none
1060,567,none
1062,479,none
1064,367,none
1066,498,none
1068,373,none
1070,626,none
1072,369,none
1074,577,none
1076,495,none
1078,457,none
1080,480,none
1082,799,none
1084,457,none
1086,366,none
1089,435,none
1090,297,none
1092,740,none
1094,337,none
1096,369,none
1098,437,none
1100,468,none
1102,342,none
1104,525,none
1106,358,none
1108,449,none
1110,343,none
1112,343,none
1114,525,none
1116,349,none
1118,407,none
1121,380,none
1122,1017,none
1124,405,none
1126,331,none
1128,433,none
1130,434,none
1132,468,none
1134,395,none
1137,370,none
1138,513,none
1140,647,none
1142,343,none
1144,365,none
1146,422,none
1148,524,none
1150,360,none
1152,356,none
1154,382,none
1156,350,none
1158,367,none
1160,403,none
1162,410,none
1164,377,none
1166,455,none
1168,469,none
1170,362,none
1172,420,none
1174,581,none
1176,418,none
1178,437,none
1181,607,none
1182,381,none
1184,468,none
1186,390,none
1188,360,none
1190,361,none
1192,396,none
1194,435,none
1196,376,none
1198,343,none
1200,440,none
1202,623,none
1204,397,none
1206,360,none
1208,448,none
1210,419,none
1213,678,none
1214,457,none
1216,378,none
1219,319,none
1220,354,none
1222,356,none
1224,367,none
1226,722,none
1228,512,none
1230,491,none
1233,458,none
1234,424,none
1236,351,none
1238,367,none
1240,412,none
1242,422,none
1244,422,none
1247,400,none
1248,462,none
1250,383,none
1252,471,none
1254,452,none
1256,461,none
1258,467,none
1260,407,none
1262,374,none
1264,349,none
1266,551,none
1268,503,none
1270,587,none
1272,481,none
1274,405,none
1276,418,none
1278,677,none
1280,534,none
1282,618,none
1285,517,none
1286,332,none
1288,427,none
1290,475,none
1292,384,none
1295,452,none
1296,424,none
1298,424,none
1300,416,none
1302,449,none
1304,487,none
1306,395,none
1308,525,none
1310,487,none
1312,445,none
1314,479,none
1316,418,none
1318,577,none
1320,406,none
1322,546,none
1324,378,none
1326,363,none
1328,518,none
1330,370,none
1332,400,none
1334,323,none
1336,409,none
1338,325,none
1340,444,none
1342,399,none
1344,424,none
1346,405,none
1348,608,none
1350,517,none
1352,330,none
1355,350,none
1356,344,none
1358,404,none
1360,360,none
1362,944,none
1364,408,none
1366,455,none
1368,1228,none
1370,360,none
1372,439,none
1374,359,none
1376,556,none
1378,458,none
1380,425,none
1382,399,none
1384,371,none
1386,363,none
1388,438,none
1390,387,none
1392,383,none
1394,339,none
1396,396,none
1398,346,none
1400,439,none
1402,388,none
1404,485,none
1406,361,none
1408,450,none
1410,293,none
1412,391,none
1414,552,none
1416,676,none
1418,423,none
1420,450,none
1422,467,none
1424,493,none
1426,627,none
1429,447,none
1430,440,none
1432,639,none
1434,965,none
1436,370,none
1438,561,none
1441,434,none
1442,413,none
1444,705,none
1446,533,none
1448,596,none
1450,437,none
1453,378,none
1454,479,none
1456,573,none
1458,422,none
1460,512,none
1462,347,none
1464,397,none
1466,302,none
1468,352,none
1470,316,none
1472,325,none
1474,406,none
1476,1779,none
1478,422,none
1480,674,none
1482,501,none
1484,519,none
1486,440,none
1488,408,none
1490,400,none
1492,421,none
1494,354,none
1496,457,none
1498,379,none
1500,584,none
1502,363,none
1504,440,none
1506,348,none
1508,408,none
1510,465,none
1512,565,none
1514,538,none
1516,381,none
1518,431,none
1520,498,none
1522,383,none
1524,498,none
1526,403,none
1528,411,none
1530,653,none
1532,519,none
1534,444,none
1537,455,none
1538,509,none
1540,445,none
1543,352,none
1544,452,none
1546,446,none
1548,472,none
1550,614,none
1552,489,none
1554,440,none
1556,476,none
1558,410,none
1561,380,none
1562,355,none
1565,455,none
1566,653,none
1568,707,none
1570,422,none
1572,444,none
1575,388,none
1576,421,none
1578,362,none
1580,402,none
1582,467,none
1585,406,none
1586,383,none
1588,326,none
1590,407,none
1592,587,none
1594,380,none
1596,396,none
1598,354,none
1600,375,none
1602,354,none
1604,344,none
1606,564,none
1608,423,none
1610,340,none
1613,453,none
1614,512,none
1616,550,none
1618,524,none
1620,448,none
1622,477,none
1624,475,none
1626,367,none
1628,448,none
1630,506,none
1632,396,none
1634,382,none
1636,424,none
1638,394,none
1640,381,none
1642,442,none
1644,510,none
1646,437,none
1649,452,none
1650,450,none
1652,1201,none
1654,517,none
1656,423,none
1658,703,none
1660,558,none
1662,569,none
1664,718,none
1666,577,none
1668,682,none
1670,470,none
1672,570,none
1674,1001,none
1676,590,none
1678,859,none
1680,1073,none
1682,766,none
1684,798,none
1686,494,none
1688,443,none
1690,805,none
1692,783,none
1694,721,none
1696,748,none
1698,664,none
1700,513,none
1703,643,none
1704,566,none
1707,1133,none
1708,495,none
1710,533,none
1712,422,none
1715,430,none
1716,501,none
1718,1195,none
1720,706,none
1722,576,none
1724,391,none
1726,478,none
1728,342,none
1730,1069,none
1732,417,none
1734,481,none
1736,398,none
1738,507,none
1740,339,none
1742,551,none
1744,462,none
1746,493,none
1749,485,none
1750,489,none
1752,403,none
1754,500,none
1756,454,none
1758,455,none
1760,645,none
1762,371,none
1765,385,none
1766,367,none
1769,458,none
1770,475,none
1772,453,none
1774,273,none
1776,452,none
1778,364,none
1780,368,none
1782,362,none
1784,363,none
1786,327,none
1788,407,none
1790,416,none
1792,503,none
1794,421,none
1796,401,none
1798,343,none
1800,485,none
1802,598,none
1804,367,none
1806,395,none
1808,352,none
1810,526,none
1812,494,none
1814,537,none
1816,790,none
1818,399,none
1820,927,none
1822,401,none
1824,437,none
1826,498,none
1828,396,none
1831,509,none
1832,530,none
1834,328,none
1836,576,none
1838,469,none
1840,433,none
1842,432,none
1844,294,none
1846,483,none
1848,320,none
1850,383,none
1852,397,none
1854,431,none
1856,411,none
1858,393,none
1860,358,none
1862,360,none
1864,495,none
1867,455,none
1868,441,none
1870,490,none
1873,415,none
1874,364,none
1876,343,none
1878,407,none
1880,324,none
1882,357,none
1884,373,none
1886,348,none
1888,344,none
1890,422,none
1892,612,none
1895,392,none
1896,369,none
1898,396,none
1900,391,none
1902,351,none
1904,413,none
1906,493,none
1908,500,none
1910,404,none
1913,432,none
1914,469,none
1916,503,none
1918,409,none
1920,477,none
1922,417,none
1924,706,none
1926,419,none
1928,488,none
1930,362,none
1932,437,none
1934,369,none
1936,454,none
1938,606,none
1940,467,none
1942,433,none
1944,504,none
1946,399,none
1948,426,none
1950,441,none
1952,432,none
1954,383,none
1956,738,none
1958,341,none
1960,328,none
1962,467,none
1964,355,none
1967,562,none
1968,392,none
1970,353,none
1972,492,none
1975,492,none
1976,408,none
1978,596,none
1980,512,none
1982,540,none
1984,1368,none
1986,690,none
1988,433,none
1990,615,none
1993,492,none
1994,477,none
1996,385,none
1998,523,none
2000,496,none
2002,456,none
2004,445,none
2006,660,none
2008,368,none
2010,334,none
2013,434,none
2014,438,none
2016,390,none
2018,436,none
2020,417,none
2022,514,none
2024,846,none
2026,449,none
2028,422,none
2030,395,none
2033,428,none
2034,461,none
2036,518,none
2038,338,none
2040,464,none
2042,416,none
2044,380,none
2046,441,none
2048,422,none
2050,345,none
2052,571,none
2054,422,none
2056,479,none
2058,376,none
2060,919,none
2062,447,none
2064,399,none
2066,311,none
2068,508,none
2070,315,none
2073,465,none
2074,577,none
2076,384,none
2078,377,none
2080,336,none
2082,546,none
2084,477,none
2087,382,none
2088,483,none
2090,356,none
2092,501,none
2094,473,none
2096,431,none
2098,596,none
2100,450,none
2102,403,none
2104,371,none
2107,453,none
2109,564,none
2110,625,none
2112,337,none
2114,444,none
2116,388,none
2118,637,none
2120,437,none
2122,511,none
2124,633,none
2126,353,none
2128,374,none
2130,949,none
2133,406,none
2134,353,none
2136,523,none
2138,413,none
2140,526,none
2142,369,none
2144,425,none
2146,393,none
2149,343,none
2150,459,none
2152,426,none
2154,478,none
2156,370,none
2158,756,none
2160,358,none
2162,451,none
2164,349,none
2166,375,none
2168,418,none
2170,378,none
2173,464,none
2174,716,none
2176,682,none
2178,509,none
2180,398,none
2182,455,none
2185,409,none
2186,417,none
2188,723,none
2190,466,none
2192,573,none
2194,591,none
2196,400,none
2198,437,none
2201,398,none
2202,318,none
2204,375,none
2206,454,none
2208,343,none
2210,528,none
2212,358,none
2214,329,none
2216,465,none
2218,761,none
2220,443,none
2222,426,none
2224,350,none
2226,365,none
2228,454,none
2230,523,none
2232,518,none
2234,410,none
2236,342,none
2238,430,none
2240,461,none
2242,413,none
2244,308,none
2246,536,none
2250,426,none
2252,302,none
2254,290,none
2256,825,none
2258,369,none
2260,345,none
2262,370,none
2264,332,none
2266,354,none
2268,339,none
2270,471,none
2272,373,none
2274,353,none
2276,443,none
2278,464,none
2280,507,none
2282,476,none
2284,512,none
2286,398,none
2288,601,none
2290,344,none
2292,325,none
2294,321,none
2297,492,none
2298,521,none
2300,499,none
2302,633,none
2304,521,none
2306,366,none
2308,372,none
2310,370,none
2312,531,none
2314,710,none
2316,377,none
2319,997,none
2320,372,none
2322,466,none
2324,356,none
2326,612,none
2328,404,none
2330,373,none
2332,503,none
2334,375,none
2336,526,none
2338,392,none
2340,618,none
2343,585,none
2344,468,none
2346,422,none
2348,410,none
2350,421,none
2352,505,none
2354,396,none
2356,623,none
2358,598,none
2360,433,none
2362,432,none
2364,586,none
2367,431,none
2368,498,none
2371,783,none
2372,497,none
2374,384,none
2377,691,none
2378,323,none
2380,781,none
2382,432,none
2384,377,none
2386,395,none
2388,447,none
2390,358,none
2392,659,none
2394,649,none
2396,347,none
2398,450,none
2400,475,none
2402,349,none
2404,844,none
2406,518,none
2408,340,none
2410,386,none
2412,378,none
2416,420,none
2418,619,none
2420,425,none
2422,415,none
2424,396,none
2426,341,none
2428,448,none
2430,431,none
2432,402,none
2434,444,none
2436,400,none
2438,425,none
2440,465,none
2442,486,none
2444,512,none
2446,472,none
2448,465,none
2450,384,none
2452,361,none
2454,339,none
2456,308,none
2458,347,none
2460,360,none
2462,441,none
2464,345,none
2466,392,none
2468,773,none
2470,402,none
2472,412,none
2474,391,none
2476,434,none
2479,359,none
2481,500,none
2482,431,none
2484,358,none
2486,398,none
2488,449,none
2490,414,none
2492,341,none
2494,389,none
2496,439,none
2499,326,none
2500,549,none
2502,319,none
2504,718,none
2506,439,none
2508,386,none
2510,463,none
2512,354,none
2514,421,none
2516,364,none
2518,329,none
2520,422,none
2522,392,none
2524,639,none
2526,426,none
2528,392,none
2530,346,none
2532,337,none
2534,500,none
2536,356,none
2538,890,none
2540,496,none
2542,388,none
2544,504,none
2546,442,none
2548,406,none
2551,473,none
2552,408,none
2554,419,none
2556,460,none
2558,425,none
2560,363,none
2562,444,none
2564,475,none
2566,449,none
2568,569,none
2570,442,none
2573,565,none
2574,665,none
2576,618,none
2578,455,none
2580,350,none
2582,1802,none
2584,393,none
2586,602,none
2588,432,none
2591,568,none
2592,480,none
2594,436,none
2596,440,none
2598,445,none
2600,373,none
2602,409,none
2604,400,none
2606,397,none
2608,773,none
2610,488,none
2612,424,none
2614,390,none
2616,411,none
2618,357,none
2620,598,none
2622,595,none
2624,437,none
2626,374,none
2629,441,none
2630,358,none
2632,405,none
2634,436,none
2636,552,none
2638,407,none
2640,452,none
2642,486,none
2644,464,none
2646,396,none
2648,375,none
2650,357,none
2652,445,none
2654,373,none
2656,490,none
2658,709,none
2660,464,none
2662,370,none
2664,498,none
2666,810,none
2668,390,none
2670,513,none
2672,430,none
2674,934,none
2676,505,none
2678,484,none
2680,498,none
2683,657,none
2684,569,none
2686,596,none
2688,357,none
2691,439,none
2692,645,none
2694,444,none
2697,429,none
2698,451,none
2700,425,none
2703,422,none
2704,362,none
2706,658,none
2708,464,none
2710,393,none
2712,334,none
2714,381,none
2716,332,none
2718,361,none
2720,332,none
2722,351,none
2724,347,none
2726,400,none
2728,461,none
2730,546,none
2732,342,none
2734,335,none
2736,353,none
2738,325,none
2740,317,none
2743,558,none
2744,372,none
2746,340,none
2749,400,none
2750,349,none
2752,344,none
2754,416,none
2756,335,none
2758,533,none
2761,1185,none
2762,583,none
2764,363,none
2766,411,none
2768,529,none
2770,368,none
2773,569,none
2774,363,none
2776,554,none
2779,449,none
2780,320,none
2782,451,none
2784,351,none
2786,736,none
2788,335,none
2790,412,none
2792,384,none
2794,366,none
2796,426,none
2798,377,none
2800,449,none
2802,301,none
2804,864,none
2806,430,none
2808,358,none
2810,367,none
2812,352,none
2814,382,none
2816,409,none
2819,414,none
2820,336,none
2823,432,none
2824,360,none
2826,410,none
2828,441,none
2830,383,none
2832,365,none
2834,347,none
2836,397,none
2838,347,none
2841,496,none
2842,455,none
2844,335,none
2846,423,none
2848,366,none
2851,382,none
2852,360,none
2854,438,none
2856,446,none
2858,766,none
2860,316,none
2862,643,none
2864,509,none
2866,363,none
2868,427,none
2870,388,none
2872,401,none
2874,432,none
2876,369,none
2878,404,none
2880,379,none
2882,390,none
2884,692,none
2886,532,none
2888,647,none
2890,412,none
2892,461,none
2894,461,none
2896,305,none
2899,361,none
2900,323,none
2902,376,none
2904,436,none
2906,344,none
2908,369,none
2910,346,none
2912,438,none
2915,385,none
2916,713,none
2918,359,none
2920,352,none
2922,431,none
2924,878,none
2926,377,none
2928,489,none
2931,598,none
2932,387,none
2934,489,none
2936,428,none
2938,471,none
2941,562,none
2942,436,none
2944,318,none
2946,410,none
2948,460,none
2950,523,none
2952,476,none
2954,380,none
2956,498,none
2958,487,none
2960,490,none
2963,537,none
2964,429,none
2966,512,none
2968,539,none
2970,400,none
2972,476,none
2974,505,none
2976,436,none
2978,562,none
2980,661,none
2983,560,none
2984,529,none
2986,455,none
2989,526,none
2991,469,none
2994,686,none
2996,611,none
2998,506,none
3000,452,none
3002,557,none
3004,481,none
3006,603,none
3009,1642,none
3010,578,none
3012,461,none
3015,409,none
3016,402,none
3018,391,none
3020,557,none
3022,452,none
3024,462,none
3026,395,none
3028,519,none
3030,476,none
3032,300,none
3034,458,none
3036,672,none
3038,440,none
3040,310,none
3042,540,none
3044,440,none
3046,442,none
3048,469,none
3050,358,none
3052,365,none
3054,336,none
3056,447,none
3058,393,none
3060,389,none
3062,412,none
3064,435,none
3067,450,none
3068,380,none
3070,440,none
3072,630,none
3074,563,none
3076,419,none
3078,497,none
3080,334,none
3082,537,none
3084,382,none
3086,525,none
3088,393,none
3090,335,none
3092,485,none
3094,411,none
3096,392,none
3098,336,none
3101,381,none
3102,412,none
3104,304,none
3106,460,none
3108,344,none
3110,426,none
3112,1328,none
3114,338,none
3116,548,none
3118,426,none
3120,402,none
3122,355,none
3124,431,none
3126,442,none
3128,391,none
3130,503,none
3132,491,none
3134,455,none
3136,350,none
3138,402,none
3141,355,none
3142,384,none
3144,361,none
3146,482,none
3148,377,none
3150,489,none
3152,465,none
3154,386,none
3156,542,none
3158,704,none
3160,448,none
3162,434,none
3164,385,none
3166,423,none
3168,482,none
3170,467,none
3173,403,none
3174,406,none
3177,406,none
3178,413,none
3180,304,none
3182,1890,none
3184,464,none
3186,455,none
3188,376,none
3190,395,none
3192,501,none
3194,400,none
3196,593,none
3198,390,none
3200,535,none
3202,602,none
3204,352,none
3206,370,none
3208,650,none
3210,456,none
3212,456,none
3214,334,none
3216,618,none
3218,396,none
3220,450,none
3222,380,none
3225,346,none
3226,371,none
3229,437,none
3230,467,none
3232,304,none
3234,458,none
3236,503,none
3238,378,none
3240,412,none
3242,357,none
3244,356,none
3246,339,none
3248,528,none
3250,364,none
3252,390,none
3254,364,none
3256,486,none
3258,389,none
3261,512,none
3262,399,none
3264,391,none
3266,367,none
3268,342,none
3270,373,none
3272,389,none
3275,427,none
3276,459,none
3278,335,none
3280,318,none
3282,333,none
3284,342,none
3287,404,none
3288,302,none
3291,377,none
3292,558,none
3294,404,none
3296,366,none
3298,397,none
3300,421,none
3302,387,none
3305,405,none
3306,308,none
3309,563,none
3310,398,none
3312,451,none
3314,363,none
3316,488,none
3318,376,none
3320,470,none
3322,460,none
3325,361,none
3326,366,none
3329,387,none
3330,352,none
3333,465,none
3334,478,none
3336,451,none
3338,467,none
3340,435,none
3342,384,none
3344,661,none
3346,354,none
3348,350,none
3350,379,none
3352,393,none
3357,681,none
3358,1683,none
3360,4360,none
3363,3151,none
3364,683,none
3366,627,none
3369,564,none
3370,432,none
3372,396,none
3374,332,none
3376,319,none
3378,379,none
3380,315,none
3382,328,none
3384,353,none
3386,2260,none
3389,365,none
3390,401,none
3393,479,none
3394,430,none
3396,346,none
3398,467,none
3400,715,none
3402,368,none
3404,393,none
3406,389,none
3409,614,none
3410,384,none
3412,442,none
3415,321,none
3416,475,none
3418,450,none
3420,409,none
3422,936,none
3424,340,none
3426,350,none
3428,285,none
3430,477,none
3432,374,none
3434,452,none
3436,650,none
3438,363,none
3440,544,none
3442,604,none
3444,2798,none
3446,710,none
3448,358,none
3451,615,none
3452,555,none
3454,571,none
3456,424,none
3458,401,none
3460,447,none
3462,493,none
3464,352,none
3466,523,none
3468,555,none
3470,367,none
3473,423,none
3474,413,none
3476,333,none
3478,391,none
3480,401,none
3482,320,none
3484,431,none
3486,360,none
3488,329,none
3490,425,none
3492,343,none
3494,482,none
3496,396,none
3498,402,none
3500,1055,none
3502,345,none
3504,641,none
3506,429,none
3508,367,none
3510,320,none
3512,336,none
3514,359,none
3516,388,none
3518,353,none
3520,640,none
3522,459,none
3524,460,none
3526,439,none
3529,518,none
3530,474,none
3532,345,none
3534,457,none
3536,430,none
3538,420,none
3540,459,none
3542,362,none
3544,462,none
3546,375,none
3548,333,none
3550,434,none
3552,477,none
3554,416,none
3556,435,none
3558,375,none
3560,485,none
3563,346,none
3564,447,none
3566,399,none
3569,769,none
3571,446,none
3572,352,none
3574,413,none
3576,512,none
3578,327,none
3581,448,none
3582,321,none
3584,308,none
3586,404,none
3588,356,none
3590,434,none
3592,441,none
3594,313,none
3596,453,none
3598,345,none
3600,455,none
3602,392,none
3604,412,none
3606,359,none
3608,352,none
3610,390,none
3612,441,none
3614,357,none
3616,389,none
3618,460,none
3620,473,none
3622,313,none
3624,305,none
3626,406,none
3628,396,none
3630,471,none
3632,541,none
3634,364,none
3636,438,none
3639,410,none
3640,370,none
3642,455,none
3644,381,none
3646,533,none
3648,412,none
3650,454,none
3652,308,none
3654,329,none
3656,394,none
3658,389,none
3660,398,none
3662,384,none
3664,385,none
3666,436,none
3668,533,none
3670,449,none
3672,483,none
3674,350,none
3676,374,none
3678,376,none
3680,402,none
3682,369,none
3684,382,none
3686,384,none
3689,411,none
3690,346,none
3692,371,none
3694,396,none
3696,408,none
3698,351,none
3700,380,none
3702,407,none
3704,404,none
3706,313,none
3708,453,none
3710,456,none
3712,343,none
3714,632,none
3716,566,none
3718,541,none
3720,551,none
3722,455,none
3724,545,none
3726,438,none
3728,387,none
3730,322,none
3732,466,none
3734,398,none
3736,507,none
3738,947,none
3740,336,none
3742,373,none
3744,414,none
3746,362,none
3748,376,none
3750,322,none
3752,359,none
3754,407,none
3757,389,none
3758,369,none
3760,374,none
3762,399,none
3765,417,none
3766,415,none
3768,337,none
3770,1142,none
3772,366,none
3774,442,none
3776,390,none
3778,365,none
3780,310,none
3782,480,none
3785,451,none
3786,378,none
3788,379,none
3790,667,none
3792,395,none
3794,413,none
3796,338,none
3798,465,none
3800,2861,none
3803,578,none
3804,318,none
3806,527,none
3809,636,none
3810,462,none
3812,330,none
3814,650,none
3816,371,none
3818,468,none
3820,729,none
3822,471,none
3824,390,none
3826,361,none
3828,331,none
3830,367,none
3832,300,none
3834,479,none
3836,490,none
3839,389,none
3840,339,none
3842,421,none
3844,432,none
3846,377,none
3848,393,none
3850,584,none
3852,411,none
3854,728,none
3856,466,none
3858,429,none
3860,389,none
3862,699,none
3865,404,none
3866,416,none
3868,457,none
3870,768,none
3872,323,none
3874,427,none
3876,387,none
3878,543,none
3880,384,none
3882,335,none
3884,463,none
3886,552,none
3888,335,none
3892,1699,none
3894,509,none
3897,529,none
3898,410,none
3900,427,none
3902,430,none
3904,449,none
3906,443,none
3908,389,none
3910,456,none
3913,407,none
3914,415,none
3916,410,none
3918,490,none
3920,475,none
3923,383,none
3924,1010,none
3926,369,none
3928,350,none
3930,406,none
3932,346,none
3934,403,none
3936,295,none
3938,356,none
3940,452,none
3942,386,none
3944,379,none
3946,356,none
3948,391,none
3950,436,none
3952,363,none
3954,437,none
3956,330,none
3958,480,none
3960,470,none
3962,398,none
3965,453,none
3966,416,none
3968,423,none
3970,793,none
3972,403,none
3974,583,none
3976,528,none
3978,428,none
3981,389,none
3982,332,none
3985,406,none
3986,425,none
3988,401,none
3990,349,none
3992,492,none
3994,482,none
3996,411,none
3998,435,none
4000,338,none
4002,389,none
4004,367,none
4006,330,none
4008,462,none
4010,346,none
4012,390,none
4014,396,none
4016,346,none
4018,398,none
4020,660,none
4022,380,none
4024,335,none
4026,349,none
4028,590,none
4030,400,none
4032,383,none
4035,690,none
4036,399,none
4038,376,none
4040,457,none
4042,447,none
4044,358,none
4046,680,none
4048,360,none
4050,398,none
4053,479,none
4054,1033,none
4056,531,none
4058,390,none
4060,418,none
4062,785,none
4064,435,none
4066,507,none
4068,401,none
4070,412,none
4072,1080,none
4074,321,none
4076,442,none
4078,608,none
4080,396,none
4082,426,none
4084,341,none
4086,379,none
4088,422,none
4090,393,none
4092,548,none
4094,377,none
4096,530,none
4098,416,none
4101,383,none
4102,369,none
4104,350,none
4106,949,none
4109,420,none
4110,460,none
4112,339,none
4114,512,none
4116,401,none
4118,335,none
4120,401,none
4122,439,none
4124,383,none
4126,761,none
4128,640,none
4130,413,none
